id,date,time,direction,motorcycle,car,bus,truck
504,2023-09-06,12:00,JalanPenang,64.0,78.0,12.0,2.0
505,2023-09-06,12:15,stadium,56.0,76.0,5.0,2.0
506,2023-09-06,12:15,JalanPerak,59.0,62.0,3.0,1.0
507,2023-09-06,12:15,JalanPRamlee,,,,
508,2023-09-06,12:15,JalanPenang,42.0,43.0,7.0,1.0
509,2023-09-06,12:30,stadium,41.0,79.0,1.0,1.0
510,2023-09-06,12:30,JalanPerak,30.0,45.0,2.0,1.0
511,2023-09-06,12:30,JalanPRamlee,,,,
512,2023-09-06,12:30,JalanPenang,56.0,43.0,13.0,0.0
513,2023-09-06,12:45,stadium,,,,
514,2023-09-06,12:45,JalanPerak,26.0,40.0,3.0,1.0
515,2023-09-06,12:45,JalanPRamlee,,,,
516,2023-09-06,12:45,JalanPenang,,,,
517,2023-09-06,13:00,stadium,72.0,91.0,7.0,0.0
518,2023-09-06,13:00,JalanPerak,81.0,68.0,3.0,0.0
519,2023-09-06,13:00,JalanPRamlee,,,,
520,2023-09-06,13:00,JalanPenang,62.0,95.0,3.0,1.0
521,2023-09-06,13:15,stadium,57.0,92.0,6.0,1.0
522,2023-09-06,13:15,JalanPerak,49.0,77.0,2.0,3.0
523,2023-09-06,13:15,JalanPRamlee,,,,
524,2023-09-06,13:15,JalanPenang,79.0,93.0,10.0,0.0
525,2023-09-06,13:30,stadium,63.0,101.0,0.0,2.0
526,2023-09-06,13:30,JalanPerak,39.0,74.0,3.0,4.0
527,2023-09-06,13:30,JalanPRamlee,,,,
528,2023-09-06,13:30,JalanPenang,61.0,91.0,20.0,2.0
529,2023-09-06,13:45,stadium,,,,
530,2023-09-06,13:45,JalanPerak,47.0,82.0,4.0,1.0
531,2023-09-06,13:45,JalanPRamlee,,,,
532,2023-09-06,13:45,JalanPenang,81.0,95.0,11.0,1.0
533,2023-09-06,17:00,stadium,91.0,221.0,0.0,1.0
534,2023-09-06,17:00,JalanPerak,47.0,97.0,1.0,4.0
535,2023-09-06,17:00,JalanPRamlee,48.0,129.0,1.0,0.0
536,2023-09-06,17:00,JalanPenang,94.0,100.0,2.0,0.0
537,2023-09-06,17:15,stadium,87.0,101.0,2.0,0.0
538,2023-09-06,17:15,JalanPerak,56.0,89.0,2.0,0.0
539,2023-09-06,17:15,JalanPRamlee,46.0,74.0,5.0,0.0
540,2023-09-06,17:15,JalanPenang,75.0,88.0,3.0,0.0
541,2023-09-06,17:30,stadium,104.0,152.0,3.0,0.0
542,2023-09-06,17:30,JalanPerak,53.0,102.0,0.0,1.0
543,2023-09-06,17:30,JalanPRamlee,35.0,94.0,1.0,2.0
544,2023-09-06,17:30,JalanPenang,82.0,93.0,7.0,2.0
545,2023-09-06,17:45,stadium,67.0,131.0,5.0,1.0
546,2023-09-06,17:45,JalanPerak,27.0,68.0,0.0,1.0
547,2023-09-06,17:45,JalanPRamlee,70.0,85.0,0.0,0.0
548,2023-09-06,17:45,JalanPenang,,,,
549,2023-09-06,18:00,stadium,112.0,166.0,2.0,0.0
550,2023-09-06,18:00,JalanPerak,55.0,121.0,0.0,2.0
551,2023-09-06,18:00,JalanPRamlee,36.0,75.0,2.0,0.0
552,2023-09-06,18:00,JalanPenang,68.0,115.0,5.0,0.0
553,2023-09-06,18:15,stadium,83.0,167.0,2.0,1.0
554,2023-09-06,18:15,JalanPerak,39.0,106.0,2.0,0.0
555,2023-09-06,18:15,JalanPRamlee,63.0,89.0,4.0,1.0
556,2023-09-06,18:15,JalanPenang,90.0,164.0,3.0,2.0
557,2023-09-06,18:30,stadium,87.0,121.0,0.0,0.0
558,2023-09-06,18:30,JalanPerak,41.0,80.0,3.0,2.0
559,2023-09-06,18:30,JalanPRamlee,48.0,70.0,1.0,1.0
560,2023-09-06,18:30,JalanPenang,69.0,89.0,6.0,0.0
561,2023-09-06,18:45,stadium,55.0,86.0,3.0,0.0
562,2023-09-06,18:45,JalanPerak,34.0,61.0,0.0,0.0
563,2023-09-06,18:45,JalanPRamlee,56.0,71.0,0.0,1.0
564,2023-09-06,18:45,JalanPenang,60.0,83.0,0.0,2.0
565,2023-09-07,07:00,stadium,56.0,74.0,1.0,0.0
566,2023-09-07,07:00,JalanPerak,61.0,77.0,0.0,0.0
567,2023-09-07,07:00,JalanPRamlee,94.0,133.0,2.0,0.0
568,2023-09-07,07:00,JalanPenang,114.0,115.0,2.0,0.0
569,2023-09-07,07:15,stadium,58.0,70.0,1.0,1.0
570,2023-09-07,07:15,JalanPerak,94.0,119.0,1.0,0.0
571,2023-09-07,07:15,JalanPRamlee,44.0,122.0,0.0,0.0
572,2023-09-07,07:15,JalanPenang,48.0,79.0,3.0,2.0
573,2023-09-07,07:30,stadium,42.0,102.0,2.0,0.0
574,2023-09-07,07:30,JalanPerak,62.0,124.0,0.0,1.0
575,2023-09-07,07:30,JalanPRamlee,84.0,103.0,0.0,2.0
576,2023-09-07,07:30,JalanPenang,76.0,106.0,2.0,1.0
577,2023-09-07,07:45,stadium,,,,
578,2023-09-07,07:45,JalanPerak,62.0,122.0,0.0,3.0
579,2023-09-07,07:45,JalanPRamlee,54.0,126.0,1.0,2.0
580,2023-09-07,07:45,JalanPenang,35.0,144.0,1.0,2.0
581,2023-09-07,08:00,stadium,33.0,75.0,0.0,0.0
582,2023-09-07,08:00,JalanPerak,61.0,124.0,1.0,0.0
583,2023-09-07,08:00,JalanPRamlee,71.0,94.0,1.0,0.0
584,2023-09-07,08:00,JalanPenang,67.0,131.0,4.0,1.0
585,2023-09-07,08:15,stadium,44.0,71.0,0.0,0.0
586,2023-09-07,08:15,JalanPerak,77.0,145.0,3.0,1.0
587,2023-09-07,08:15,JalanPRamlee,52.0,95.0,1.0,2.0
588,2023-09-07,08:15,JalanPenang,53.0,109.0,2.0,0.0
589,2023-09-07,08:30,stadium,39.0,74.0,1.0,0.0
590,2023-09-07,08:30,JalanPerak,60.0,103.0,1.0,0.0
591,2023-09-07,08:30,JalanPRamlee,76.0,91.0,0.0,0.0
592,2023-09-07,08:30,JalanPenang,57.0,80.0,7.0,0.0
593,2023-09-07,08:45,stadium,,,,
594,2023-09-07,08:45,JalanPerak,62.0,106.0,3.0,1.0
595,2023-09-07,08:45,JalanPRamlee,43.0,113.0,2.0,2.0
596,2023-09-07,08:45,JalanPenang,,,,
597,2023-09-07,12:00,stadium,71.0,133.0,4.0,3.0
598,2023-09-07,12:00,JalanPerak,55.0,94.0,1.0,3.0
599,2023-09-07,12:00,JalanPRamlee,30.0,65.0,1.0,0.0
600,2023-09-07,12:00,JalanPenang,55.0,114.0,11.0,0.0
601,2023-09-07,12:15,stadium,63.0,110.0,7.0,3.0
602,2023-09-07,12:15,JalanPerak,57.0,66.0,5.0,0.0
603,2023-09-07,12:15,JalanPRamlee,61.0,91.0,1.0,0.0
604,2023-09-07,12:15,JalanPenang,79.0,106.0,8.0,3.0
605,2023-09-07,12:30,stadium,73.0,107.0,3.0,1.0
606,2023-09-07,12:30,JalanPerak,57.0,80.0,4.0,1.0
607,2023-09-07,12:30,JalanPRamlee,51.0,60.0,6.0,0.0
608,2023-09-07,12:30,JalanPenang,70.0,101.0,8.0,1.0
609,2023-09-07,12:45,stadium,,,,
610,2023-09-07,12:45,JalanPerak,39.0,81.0,0.0,0.0
611,2023-09-07,12:45,JalanPRamlee,41.0,59.0,3.0,0.0
612,2023-09-07,12:45,JalanPenang,,,,
613,2023-09-07,13:00,stadium,104.0,157.0,8.0,1.0
614,2023-09-07,13:00,JalanPerak,69.0,133.0,7.0,0.0
615,2023-09-07,13:00,JalanPRamlee,40.0,71.0,3.0,2.0
616,2023-09-07,13:00,JalanPenang,66.0,121.0,13.0,0.0
617,2023-09-07,13:15,stadium,60.0,115.0,2.0,2.0
618,2023-09-07,13:15,JalanPerak,60.0,107.0,1.0,1.0
619,2023-09-07,13:15,JalanPRamlee,43.0,58.0,4.0,2.0
620,2023-09-07,13:15,JalanPenang,61.0,105.0,20.0,1.0
621,2023-09-07,13:30,stadium,62.0,72.0,1.0,0.0
622,2023-09-07,13:30,JalanPerak,52.0,123.0,2.0,1.0
623,2023-09-07,13:30,JalanPRamlee,84.0,141.0,2.0,1.0
624,2023-09-07,13:30,JalanPenang,71.0,90.0,7.0,0.0
625,2023-09-07,13:45,stadium,76.0,153.0,6.0,4.0
626,2023-09-07,13:45,JalanPerak,63.0,129.0,3.0,3.0
627,2023-09-07,13:45,JalanPRamlee,71.0,88.0,0.0,1.0
628,2023-09-07,13:45,JalanPenang,57.0,67.0,9.0,1.0
629,2023-09-07,17:00,stadium,87.0,164.0,18.0,0.0
630,2023-09-07,17:00,JalanPerak,61.0,76.0,1.0,0.0
631,2023-09-07,17:00,JalanPRamlee,52.0,84.0,1.0,0.0
632,2023-09-07,17:00,JalanPenang,64.0,111.0,6.0,0.0
633,2023-09-07,17:15,stadium,94.0,155.0,1.0,0.0
634,2023-09-07,17:15,JalanPerak,70.0,111.0,0.0,1.0
635,2023-09-07,17:15,JalanPRamlee,58.0,62.0,4.0,1.0
636,2023-09-07,17:15,JalanPenang,104.0,112.0,8.0,0.0
637,2023-09-07,17:30,stadium,91.0,120.0,2.0,2.0
638,2023-09-07,17:30,JalanPerak,60.0,86.0,1.0,0.0
639,2023-09-07,17:30,JalanPRamlee,59.0,48.0,1.0,1.0
640,2023-09-07,17:30,JalanPenang,73.0,108.0,2.0,0.0
641,2023-09-07,17:45,stadium,106.0,111.0,3.0,1.0
642,2023-09-07,17:45,JalanPerak,56.0,93.0,0.0,1.0
643,2023-09-07,17:45,JalanPRamlee,58.0,76.0,4.0,0.0
644,2023-09-07,17:45,JalanPenang,74.0,136.0,5.0,2.0
645,2023-09-07,18:00,stadium,82.0,170.0,2.0,0.0
646,2023-09-07,18:00,JalanPerak,44.0,111.0,0.0,0.0
647,2023-09-07,18:00,JalanPRamlee,49.0,60.0,4.0,2.0
648,2023-09-07,18:00,JalanPenang,90.0,93.0,10.0,0.0
649,2023-09-07,18:15,stadium,72.0,76.0,0.0,1.0
650,2023-09-07,18:15,JalanPerak,26.0,60.0,0.0,0.0
651,2023-09-07,18:15,JalanPRamlee,45.0,76.0,3.0,1.0
652,2023-09-07,18:15,JalanPenang,69.0,87.0,3.0,1.0
653,2023-09-07,18:30,stadium,98.0,114.0,0.0,2.0
654,2023-09-07,18:30,JalanPerak,57.0,73.0,1.0,0.0
655,2023-09-07,18:30,JalanPRamlee,28.0,83.0,0.0,0.0
656,2023-09-07,18:30,JalanPenang,31.0,70.0,0.0,0.0
657,2023-09-07,18:45,stadium,88.0,138.0,3.0,0.0
658,2023-09-07,18:45,JalanPerak,49.0,68.0,2.0,0.0
659,2023-09-07,18:45,JalanPRamlee,47.0,96.0,0.0,0.0
660,2023-09-07,18:45,JalanPenang,66.0,92.0,7.0,0.0
661,2023-09-08,07:00,stadium,,,,
662,2023-09-08,07:00,JalanPerak,,,,
663,2023-09-08,07:00,JalanPRamlee,,,,
664,2023-09-08,07:00,JalanPenang,,,,
665,2023-09-08,07:15,stadium,,,,
666,2023-09-08,07:15,JalanPerak,,,,
667,2023-09-08,07:15,JalanPRamlee,,,,
668,2023-09-08,07:15,JalanPenang,,,,
669,2023-09-08,07:30,stadium,,,,
670,2023-09-08,07:30,JalanPerak,,,,
671,2023-09-08,07:30,JalanPRamlee,,,,
672,2023-09-08,07:30,JalanPenang,,,,
673,2023-09-08,07:45,stadium,,,,
674,2023-09-08,07:45,JalanPerak,,,,
675,2023-09-08,07:45,JalanPRamlee,,,,
676,2023-09-08,07:45,JalanPenang,,,,
677,2023-09-08,08:00,stadium,,,,
678,2023-09-08,08:00,JalanPerak,,,,
679,2023-09-08,08:00,JalanPRamlee,,,,
680,2023-09-08,08:00,JalanPenang,,,,
681,2023-09-08,08:15,stadium,,,,
682,2023-09-08,08:15,JalanPerak,,,,
683,2023-09-08,08:15,JalanPRamlee,,,,
684,2023-09-08,08:15,JalanPenang,,,,
685,2023-09-08,08:30,stadium,,,,
686,2023-09-08,08:30,JalanPerak,,,,
687,2023-09-08,08:30,JalanPRamlee,,,,
688,2023-09-08,08:30,JalanPenang,,,,
689,2023-09-08,08:45,stadium,,,,
690,2023-09-08,08:45,JalanPerak,,,,
691,2023-09-08,08:45,JalanPRamlee,,,,
692,2023-09-08,08:45,JalanPenang,,,,
693,2023-09-08,12:00,stadium,,,,
694,2023-09-08,12:00,JalanPerak,,,,
695,2023-09-08,12:00,JalanPRamlee,,,,
696,2023-09-08,12:00,JalanPenang,,,,
697,2023-09-08,12:15,stadium,,,,
698,2023-09-08,12:15,JalanPerak,,,,
699,2023-09-08,12:15,JalanPRamlee,,,,
700,2023-09-08,12:15,JalanPenang,,,,
701,2023-09-08,12:30,stadium,,,,
702,2023-09-08,12:30,JalanPerak,,,,
703,2023-09-08,12:30,JalanPRamlee,,,,
704,2023-09-08,12:30,JalanPenang,,,,
705,2023-09-08,12:45,stadium,,,,
706,2023-09-08,12:45,JalanPerak,,,,
707,2023-09-08,12:45,JalanPRamlee,,,,
708,2023-09-08,12:45,JalanPenang,,,,
709,2023-09-08,13:00,stadium,,,,
710,2023-09-08,13:00,JalanPerak,,,,
711,2023-09-08,13:00,JalanPRamlee,,,,
712,2023-09-08,13:00,JalanPenang,,,,
713,2023-09-08,13:15,stadium,,,,
714,2023-09-08,13:15,JalanPerak,,,,
715,2023-09-08,13:15,JalanPRamlee,,,,
716,2023-09-08,13:15,JalanPenang,,,,
717,2023-09-08,13:30,stadium,,,,
718,2023-09-08,13:30,JalanPerak,,,,
719,2023-09-08,13:30,JalanPRamlee,,,,
720,2023-09-08,13:30,JalanPenang,,,,
721,2023-09-08,13:45,stadium,,,,
722,2023-09-08,13:45,JalanPerak,,,,
723,2023-09-08,13:45,JalanPRamlee,,,,
724,2023-09-08,13:45,JalanPenang,,,,
725,2023-09-08,17:00,stadium,,,,
726,2023-09-08,17:00,JalanPerak,,,,
727,2023-09-08,17:00,JalanPRamlee,,,,
728,2023-09-08,17:00,JalanPenang,,,,
729,2023-09-08,17:15,stadium,,,,
730,2023-09-08,17:15,JalanPerak,,,,
731,2023-09-08,17:15,JalanPRamlee,,,,
732,2023-09-08,17:15,JalanPenang,,,,
733,2023-09-08,17:30,stadium,,,,
734,2023-09-08,17:30,JalanPerak,,,,
735,2023-09-08,17:30,JalanPRamlee,,,,
736,2023-09-08,17:30,JalanPenang,,,,
737,2023-09-08,17:45,stadium,,,,
738,2023-09-08,17:45,JalanPerak,,,,
739,2023-09-08,17:45,JalanPRamlee,,,,
740,2023-09-08,17:45,JalanPenang,,,,
741,2023-09-08,18:00,stadium,,,,
742,2023-09-08,18:00,JalanPerak,,,,
743,2023-09-08,18:00,JalanPRamlee,,,,
744,2023-09-08,18:00,JalanPenang,,,,
745,2023-09-08,18:15,stadium,,,,
746,2023-09-08,18:15,JalanPerak,,,,
747,2023-09-08,18:15,JalanPRamlee,,,,
748,2023-09-08,18:15,JalanPenang,,,,
749,2023-09-08,18:30,stadium,,,,
750,2023-09-08,18:30,JalanPerak,,,,
751,2023-09-08,18:30,JalanPRamlee,,,,
752,2023-09-08,18:30,JalanPenang,,,,
753,2023-09-09,07:00,stadium,,,,
754,2023-09-09,07:00,JalanPerak,,,,
755,2023-09-09,07:00,JalanPRamlee,,,,
756,2023-09-09,07:00,JalanPenang,,,,
757,2023-09-09,07:15,stadium,,,,
758,2023-09-09,07:15,JalanPerak,,,,
759,2023-09-09,07:15,JalanPRamlee,,,,
760,2023-09-09,07:15,JalanPenang,,,,
761,2023-09-09,07:30,stadium,,,,
762,2023-09-09,07:30,JalanPerak,,,,
763,2023-09-09,07:30,JalanPRamlee,,,,
764,2023-09-09,07:30,JalanPenang,,,,
765,2023-09-09,07:45,stadium,,,,
766,2023-09-09,07:45,JalanPerak,,,,
767,2023-09-09,07:45,JalanPRamlee,,,,
768,2023-09-09,07:45,JalanPenang,,,,
769,2023-09-09,08:00,stadium,,,,
770,2023-09-09,08:00,JalanPerak,,,,
771,2023-09-09,08:00,JalanPRamlee,,,,
772,2023-09-09,08:00,JalanPenang,,,,
773,2023-09-09,08:15,stadium,,,,
774,2023-09-09,08:15,JalanPerak,,,,
775,2023-09-09,08:15,JalanPRamlee,,,,
776,2023-09-09,08:15,JalanPenang,,,,
777,2023-09-09,08:30,stadium,,,,
778,2023-09-09,08:30,JalanPerak,,,,
779,2023-09-09,08:30,JalanPRamlee,,,,
780,2023-09-09,08:30,JalanPenang,,,,
781,2023-09-09,08:45,stadium,,,,
782,2023-09-09,08:45,JalanPerak,,,,
783,2023-09-09,08:45,JalanPRamlee,,,,
784,2023-09-09,08:45,JalanPenang,,,,
785,2023-09-09,12:00,stadium,,,,
786,2023-09-09,12:00,JalanPerak,,,,
787,2023-09-09,12:00,JalanPRamlee,,,,
788,2023-09-09,12:00,JalanPenang,,,,
789,2023-09-09,12:15,stadium,,,,
790,2023-09-09,12:15,JalanPerak,,,,
791,2023-09-09,12:15,JalanPRamlee,,,,
792,2023-09-09,12:15,JalanPenang,,,,
793,2023-09-09,12:30,stadium,,,,
794,2023-09-09,12:30,JalanPerak,,,,
795,2023-09-09,12:30,JalanPRamlee,,,,
796,2023-09-09,12:30,JalanPenang,,,,
797,2023-09-09,12:45,stadium,,,,
798,2023-09-09,12:45,JalanPerak,,,,
799,2023-09-09,12:45,JalanPRamlee,,,,
800,2023-09-09,12:45,JalanPenang,,,,
801,2023-09-09,13:00,stadium,,,,
802,2023-09-09,13:00,JalanPerak,,,,
803,2023-09-09,13:00,JalanPRamlee,,,,
804,2023-09-09,13:00,JalanPenang,,,,
805,2023-09-09,13:15,stadium,,,,
806,2023-09-09,13:15,JalanPerak,,,,
807,2023-09-09,13:15,JalanPRamlee,,,,
808,2023-09-09,13:15,JalanPenang,,,,
809,2023-09-09,13:30,stadium,,,,
810,2023-09-09,13:30,JalanPerak,,,,
811,2023-09-09,13:30,JalanPRamlee,,,,
812,2023-09-09,13:30,JalanPenang,,,,
813,2023-09-09,13:45,stadium,,,,
814,2023-09-09,13:45,JalanPerak,,,,
815,2023-09-09,13:45,JalanPRamlee,,,,
816,2023-09-09,13:45,JalanPenang,,,,
817,2023-09-09,17:00,stadium,,,,
818,2023-09-09,17:00,JalanPerak,,,,
819,2023-09-09,17:00,JalanPRamlee,,,,
820,2023-09-09,17:00,JalanPenang,,,,
821,2023-09-09,17:15,stadium,,,,
822,2023-09-09,17:15,JalanPerak,,,,
823,2023-09-09,17:15,JalanPRamlee,,,,
824,2023-09-09,17:15,JalanPenang,,,,
825,2023-09-09,17:30,stadium,,,,
826,2023-09-09,17:30,JalanPerak,,,,
827,2023-09-09,17:30,JalanPRamlee,,,,
828,2023-09-09,17:30,JalanPenang,,,,
829,2023-09-09,17:45,stadium,,,,
830,2023-09-09,17:45,JalanPerak,,,,
831,2023-09-09,17:45,JalanPRamlee,,,,
832,2023-09-09,17:45,JalanPenang,,,,
833,2023-09-09,18:00,stadium,,,,
834,2023-09-09,18:00,JalanPerak,,,,
835,2023-09-09,18:00,JalanPRamlee,,,,
836,2023-09-09,18:00,JalanPenang,,,,
837,2023-09-09,18:15,stadium,,,,
838,2023-09-09,18:15,JalanPerak,,,,
839,2023-09-09,18:15,JalanPRamlee,,,,
840,2023-09-09,18:15,JalanPenang,,,,
841,2023-09-09,18:30,stadium,,,,
842,2023-09-09,18:30,JalanPerak,,,,
843,2023-09-09,18:30,JalanPRamlee,,,,
844,2023-09-09,18:30,JalanPenang,,,,
845,2023-09-10,07:00,stadium,,,,
846,2023-09-10,07:00,JalanPerak,,,,
847,2023-09-10,07:00,JalanPRamlee,,,,
848,2023-09-10,07:00,JalanPenang,,,,
849,2023-09-10,07:15,stadium,,,,
850,2023-09-10,07:15,JalanPerak,,,,
851,2023-09-10,07:15,JalanPRamlee,,,,
852,2023-09-10,07:15,JalanPenang,,,,
853,2023-09-10,07:30,stadium,,,,
854,2023-09-10,07:30,JalanPerak,,,,
855,2023-09-10,07:30,JalanPRamlee,,,,
856,2023-09-10,07:30,JalanPenang,,,,
857,2023-09-10,07:45,stadium,,,,
858,2023-09-10,07:45,JalanPerak,,,,
859,2023-09-10,07:45,JalanPRamlee,,,,
860,2023-09-10,07:45,JalanPenang,,,,
861,2023-09-10,08:00,stadium,,,,
862,2023-09-10,08:00,JalanPerak,,,,
863,2023-09-10,08:00,JalanPRamlee,,,,
864,2023-09-10,08:00,JalanPenang,,,,
865,2023-09-10,08:15,stadium,,,,
866,2023-09-10,08:15,JalanPerak,,,,
867,2023-09-10,08:15,JalanPRamlee,,,,
868,2023-09-10,08:15,JalanPenang,,,,
869,2023-09-10,08:30,stadium,,,,
870,2023-09-10,08:30,JalanPerak,,,,
871,2023-09-10,08:30,JalanPRamlee,,,,
872,2023-09-10,08:30,JalanPenang,,,,
873,2023-09-10,08:45,stadium,,,,
874,2023-09-10,08:45,JalanPerak,,,,
875,2023-09-10,08:45,JalanPRamlee,,,,
876,2023-09-10,08:45,JalanPenang,,,,
877,2023-09-10,12:00,stadium,,,,
878,2023-09-10,12:00,JalanPerak,,,,
879,2023-09-10,12:00,JalanPRamlee,,,,
880,2023-09-10,12:00,JalanPenang,,,,
881,2023-09-10,12:15,stadium,,,,
882,2023-09-10,12:15,JalanPerak,,,,
883,2023-09-10,12:15,JalanPRamlee,,,,
884,2023-09-10,12:15,JalanPenang,,,,
885,2023-09-10,12:30,stadium,,,,
886,2023-09-10,12:30,JalanPerak,,,,
887,2023-09-10,12:30,JalanPRamlee,,,,
888,2023-09-10,12:30,JalanPenang,,,,
889,2023-09-10,12:45,stadium,,,,
890,2023-09-10,12:45,JalanPerak,,,,
891,2023-09-10,12:45,JalanPRamlee,,,,
892,2023-09-10,12:45,JalanPenang,,,,
893,2023-09-10,13:00,stadium,,,,
894,2023-09-10,13:00,JalanPerak,,,,
895,2023-09-10,13:00,JalanPRamlee,,,,
896,2023-09-10,13:00,JalanPenang,,,,
897,2023-09-10,13:15,stadium,,,,
898,2023-09-10,13:15,JalanPerak,,,,
899,2023-09-10,13:15,JalanPRamlee,,,,
900,2023-09-10,13:15,JalanPenang,,,,
901,2023-09-10,13:30,stadium,,,,
902,2023-09-10,13:30,JalanPerak,,,,
903,2023-09-10,13:30,JalanPRamlee,,,,
904,2023-09-10,13:30,JalanPenang,,,,
905,2023-09-10,13:45,stadium,,,,
906,2023-09-10,13:45,JalanPerak,,,,
907,2023-09-10,13:45,JalanPRamlee,,,,
908,2023-09-10,13:45,JalanPenang,,,,
909,2023-09-10,17:00,stadium,,,,
910,2023-09-10,17:00,JalanPerak,,,,
911,2023-09-10,17:00,JalanPRamlee,,,,
912,2023-09-10,17:00,JalanPenang,,,,
913,2023-09-10,17:15,stadium,,,,
914,2023-09-10,17:15,JalanPerak,,,,
915,2023-09-10,17:15,JalanPRamlee,,,,
916,2023-09-10,17:15,JalanPenang,,,,
917,2023-09-10,17:30,stadium,,,,
918,2023-09-10,17:30,JalanPerak,,,,
919,2023-09-10,17:30,JalanPRamlee,,,,
920,2023-09-10,17:30,JalanPenang,,,,
921,2023-09-10,17:45,stadium,,,,
922,2023-09-10,17:45,JalanPerak,,,,
923,2023-09-10,17:45,JalanPRamlee,,,,
924,2023-09-10,17:45,JalanPenang,,,,
925,2023-09-10,18:00,stadium,,,,
926,2023-09-10,18:00,JalanPerak,,,,
927,2023-09-10,18:00,JalanPRamlee,,,,
928,2023-09-10,18:00,JalanPenang,,,,
929,2023-09-10,18:15,stadium,,,,
930,2023-09-10,18:15,JalanPerak,,,,
931,2023-09-10,18:15,JalanPRamlee,,,,
932,2023-09-10,18:15,JalanPenang,,,,
933,2023-09-10,18:30,stadium,,,,
934,2023-09-10,18:30,JalanPerak,,,,
935,2023-09-10,18:30,JalanPRamlee,,,,
936,2023-09-10,18:30,JalanPenang,,,,
937,2023-09-11,07:00,stadium,65.0,86.0,0.0,0.0
938,2023-09-11,07:00,JalanPerak,101.0,157.0,2.0,2.0
939,2023-09-11,07:00,JalanPRamlee,69.0,119.0,0.0,0.0
940,2023-09-11,07:00,JalanPenang,100.0,129.0,0.0,2.0
941,2023-09-11,07:15,stadium,46.0,99.0,0.0,2.0
942,2023-09-11,07:15,JalanPerak,86.0,143.0,1.0,0.0
943,2023-09-11,07:15,JalanPRamlee,62.0,159.0,2.0,0.0
944,2023-09-11,07:15,JalanPenang,83.0,135.0,1.0,0.0
945,2023-09-11,07:30,stadium,64.0,73.0,22.0,0.0
946,2023-09-11,07:30,JalanPerak,76.0,109.0,0.0,2.0
947,2023-09-11,07:30,JalanPRamlee,76.0,131.0,2.0,0.0
948,2023-09-11,07:30,JalanPenang,77.0,150.0,3.0,7.0
949,2023-09-11,07:45,stadium,,,,
950,2023-09-11,07:45,JalanPerak,,,,
951,2023-09-11,07:45,JalanPRamlee,121.0,108.0,2.0,2.0
952,2023-09-11,07:45,JalanPenang,,,,
953,2023-09-11,08:00,stadium,37.0,64.0,1.0,0.0
954,2023-09-11,08:00,JalanPerak,68.0,108.0,0.0,0.0
955,2023-09-11,08:00,JalanPRamlee,57.0,73.0,1.0,1.0
956,2023-09-11,08:00,JalanPenang,65.0,97.0,3.0,0.0
957,2023-09-11,08:15,stadium,52.0,53.0,0.0,1.0
958,2023-09-11,08:15,JalanPerak,102.0,131.0,0.0,0.0
959,2023-09-11,08:15,JalanPRamlee,59.0,105.0,0.0,2.0
960,2023-09-11,08:15,JalanPenang,57.0,85.0,2.0,0.0
961,2023-09-11,08:30,stadium,58.0,50.0,3.0,0.0
962,2023-09-11,08:30,JalanPerak,71.0,89.0,0.0,0.0
963,2023-09-11,08:30,JalanPRamlee,79.0,79.0,3.0,0.0
964,2023-09-11,08:30,JalanPenang,53.0,68.0,4.0,0.0
965,2023-09-11,08:45,stadium,,,,
966,2023-09-11,08:45,JalanPerak,60.0,116.0,1.0,0.0
967,2023-09-11,08:45,JalanPRamlee,108.0,104.0,1.0,0.0
968,2023-09-11,08:45,JalanPenang,,,,
969,2023-09-11,12:00,stadium,60.0,121.0,2.0,0.0
970,2023-09-11,12:00,JalanPerak,53.0,91.0,5.0,2.0
971,2023-09-11,12:00,JalanPRamlee,56.0,80.0,1.0,1.0
972,2023-09-11,12:00,JalanPenang,87.0,86.0,9.0,0.0
973,2023-09-11,12:15,stadium,63.0,104.0,2.0,0.0
974,2023-09-11,12:15,JalanPerak,54.0,81.0,1.0,0.0
975,2023-09-11,12:15,JalanPRamlee,46.0,74.0,2.0,0.0
976,2023-09-11,12:15,JalanPenang,87.0,78.0,10.0,2.0
977,2023-09-11,12:30,stadium,65.0,79.0,3.0,0.0
978,2023-09-11,12:30,JalanPerak,53.0,79.0,1.0,1.0
979,2023-09-11,12:30,JalanPRamlee,29.0,66.0,1.0,1.0
980,2023-09-11,12:30,JalanPenang,67.0,75.0,5.0,0.0
981,2023-09-11,12:45,stadium,,,,
982,2023-09-11,12:45,JalanPerak,,,,
983,2023-09-11,12:45,JalanPRamlee,44.0,65.0,5.0,0.0
984,2023-09-11,12:45,JalanPenang,,,,
985,2023-09-11,13:00,stadium,105.0,113.0,4.0,1.0
986,2023-09-11,13:00,JalanPerak,76.0,120.0,1.0,0.0
987,2023-09-11,13:00,JalanPRamlee,82.0,132.0,2.0,1.0
988,2023-09-11,13:00,JalanPenang,110.0,170.0,10.0,9.0
989,2023-09-11,13:15,stadium,79.0,95.0,9.0,1.0
990,2023-09-11,13:15,JalanPerak,89.0,127.0,2.0,1.0
991,2023-09-11,13:15,JalanPRamlee,72.0,107.0,1.0,0.0
992,2023-09-11,13:15,JalanPenang,84.0,146.0,11.0,2.0
993,2023-09-11,13:30,stadium,79.0,112.0,3.0,1.0
994,2023-09-11,13:30,JalanPerak,85.0,167.0,2.0,0.0
