id,date,time,direction,motorcycle,car,bus,truck
995,2023-09-11,13:30,JalanPRamlee,76.0,177.0,5.0,3.0
996,2023-09-11,13:30,JalanPenang,106.0,142.0,6.0,3.0
997,2023-09-11,13:45,stadium,119.0,100.0,8.0,4.0
998,2023-09-11,13:45,JalanPerak,,,,
999,2023-09-11,13:45,JalanPRamlee,,,,
1000,2023-09-11,13:45,JalanPenang,,,,
1001,2023-09-11,17:00,stadium,141.0,206.0,4.0,0.0
1002,2023-09-11,17:00,JalanPerak,118.0,141.0,0.0,1.0
1003,2023-09-11,17:00,JalanPRamlee,68.0,162.0,8.0,1.0
1004,2023-09-11,17:00,JalanPenang,110.0,204.0,6.0,3.0
1005,2023-09-11,17:15,stadium,147.0,254.0,5.0,1.0
1006,2023-09-11,17:15,JalanPerak,79.0,184.0,5.0,1.0
1007,2023-09-11,17:15,JalanPRamlee,81.0,143.0,1.0,1.0
1008,2023-09-11,17:15,JalanPenang,148.0,197.0,8.0,1.0
1009,2023-09-11,17:30,stadium,193.0,289.0,40.0,0.0
1010,2023-09-11,17:30,JalanPerak,92.0,184.0,0.0,4.0
1011,2023-09-11,17:30,JalanPRamlee,91.0,172.0,2.0,1.0
1012,2023-09-11,17:30,JalanPenang,121.0,212.0,3.0,2.0
1013,2023-09-11,17:45,stadium,160.0,242.0,7.0,1.0
1014,2023-09-11,17:45,JalanPerak,,,,
1015,2023-09-11,17:45,JalanPRamlee,117.0,139.0,5.0,0.0
1016,2023-09-11,17:45,JalanPenang,,,,
1017,2023-09-11,18:00,stadium,137.0,273.0,2.0,0.0
1018,2023-09-11,18:00,JalanPerak,71.0,154.0,1.0,0.0
1019,2023-09-11,18:00,JalanPRamlee,91.0,152.0,2.0,2.0
1020,2023-09-11,18:00,JalanPenang,132.0,191.0,3.0,1.0
1021,2023-09-11,18:15,stadium,181.0,212.0,7.0,0.0
1022,2023-09-11,18:15,JalanPerak,79.0,127.0,0.0,1.0
1023,2023-09-11,18:15,JalanPRamlee,101.0,146.0,2.0,0.0
1024,2023-09-11,18:15,JalanPenang,131.0,185.0,3.0,0.0
1025,2023-09-11,18:30,stadium,146.0,224.0,4.0,0.0
1026,2023-09-11,18:30,JalanPerak,76.0,147.0,2.0,1.0
1027,2023-09-11,18:30,JalanPRamlee,70.0,159.0,0.0,0.0
1028,2023-09-11,18:30,JalanPenang,130.0,178.0,5.0,0.0
1029,2023-09-11,18:45,stadium,141.0,145.0,4.0,2.0
1030,2023-09-11,18:45,JalanPerak,72.0,119.0,1.0,0.0
1031,2023-09-11,18:45,JalanPRamlee,70.0,158.0,1.0,0.0
1032,2023-09-11,18:45,JalanPenang,130.0,178.0,2.0,2.0
1033,2023-09-12,07:00,stadium,85.0,131.0,3.0,0.0
1034,2023-09-12,07:00,JalanPerak,114.0,241.0,1.0,0.0
1035,2023-09-12,07:00,JalanPRamlee,116.0,195.0,0.0,0.0
1036,2023-09-12,07:00,JalanPenang,169.0,145.0,1.0,0.0
1037,2023-09-12,07:15,stadium,112.0,176.0,0.0,2.0
1038,2023-09-12,07:15,JalanPerak,137.0,227.0,1.0,2.0
1039,2023-09-12,07:15,JalanPRamlee,125.0,213.0,0.0,1.0
1040,2023-09-12,07:15,JalanPenang,84.0,251.0,2.0,2.0
1041,2023-09-12,07:30,stadium,55.0,125.0,1.0,0.0
1042,2023-09-12,07:30,JalanPerak,81.0,189.0,0.0,2.0
1043,2023-09-12,07:30,JalanPRamlee,110.0,190.0,0.0,0.0
1044,2023-09-12,07:30,JalanPenang,130.0,273.0,1.0,5.0
1045,2023-09-12,07:45,stadium,,,,
1046,2023-09-12,07:45,JalanPerak,,,,
1047,2023-09-12,07:45,JalanPRamlee,107.0,137.0,0.0,0.0
1048,2023-09-12,07:45,JalanPenang,79.0,188.0,7.0,2.0
1049,2023-09-12,08:00,stadium,67.0,129.0,0.0,0.0
1050,2023-09-12,08:00,JalanPerak,111.0,169.0,0.0,0.0
1051,2023-09-12,08:00,JalanPRamlee,104.0,158.0,0.0,0.0
1052,2023-09-12,08:00,JalanPenang,84.0,180.0,5.0,1.0
1053,2023-09-12,08:15,stadium,80.0,103.0,1.0,0.0
1054,2023-09-12,08:15,JalanPerak,133.0,186.0,1.0,1.0
1055,2023-09-12,08:15,JalanPRamlee,109.0,146.0,2.0,0.0
1056,2023-09-12,08:15,JalanPenang,100.0,191.0,14.0,4.0
1057,2023-09-12,08:30,stadium,44.0,112.0,3.0,1.0
1058,2023-09-12,08:30,JalanPerak,132.0,201.0,0.0,3.0
1059,2023-09-12,08:30,JalanPRamlee,125.0,185.0,6.0,1.0
1060,2023-09-12,08:30,JalanPenang,86.0,143.0,9.0,0.0
1061,2023-09-12,08:45,stadium,,,,
1062,2023-09-12,08:45,JalanPerak,,,,
1063,2023-09-12,08:45,JalanPRamlee,99.0,129.0,6.0,0.0
1064,2023-09-12,08:45,JalanPenang,,,,
1065,2023-09-12,12:00,stadium,69.0,118.0,3.0,2.0
1066,2023-09-12,12:00,JalanPerak,51.0,81.0,3.0,0.0
1067,2023-09-12,12:00,JalanPRamlee,60.0,78.0,3.0,0.0
1068,2023-09-12,12:00,JalanPenang,60.0,52.0,10.0,2.0
1069,2023-09-12,12:15,stadium,66.0,68.0,3.0,0.0
1070,2023-09-12,12:15,JalanPerak,55.0,72.0,1.0,1.0
1071,2023-09-12,12:15,JalanPRamlee,57.0,64.0,6.0,4.0
1072,2023-09-12,12:15,JalanPenang,54.0,109.0,9.0,2.0
1073,2023-09-12,12:30,stadium,66.0,99.0,1.0,0.0
1074,2023-09-12,12:30,JalanPerak,50.0,57.0,7.0,0.0
1075,2023-09-12,12:30,JalanPRamlee,30.0,83.0,4.0,0.0
1076,2023-09-12,12:30,JalanPenang,47.0,55.0,9.0,1.0
1077,2023-09-12,12:45,stadium,,,,
1078,2023-09-12,12:45,JalanPerak,43.0,85.0,1.0,2.0
1079,2023-09-12,12:45,JalanPRamlee,58.0,80.0,2.0,0.0
1080,2023-09-12,12:45,JalanPenang,,,,
1081,2023-09-12,13:00,stadium,90.0,113.0,3.0,0.0
1082,2023-09-12,13:00,JalanPerak,62.0,85.0,3.0,2.0
1083,2023-09-12,13:00,JalanPRamlee,53.0,83.0,1.0,0.0
1084,2023-09-12,13:00,JalanPenang,70.0,101.0,13.0,2.0
1085,2023-09-12,13:15,stadium,66.0,78.0,4.0,1.0
1086,2023-09-12,13:15,JalanPerak,49.0,104.0,1.0,1.0
1087,2023-09-12,13:15,JalanPRamlee,52.0,88.0,4.0,2.0
1088,2023-09-12,13:15,JalanPenang,94.0,105.0,3.0,0.0
1089,2023-09-12,13:30,stadium,111.0,117.0,5.0,0.0
1090,2023-09-12,13:30,JalanPerak,85.0,108.0,7.0,0.0
1091,2023-09-12,13:30,JalanPRamlee,48.0,120.0,2.0,1.0
1092,2023-09-12,13:30,JalanPenang,47.0,79.0,8.0,3.0
1093,2023-09-12,13:45,stadium,74.0,113.0,4.0,0.0
1094,2023-09-12,13:45,JalanPerak,53.0,97.0,5.0,2.0
1095,2023-09-12,13:45,JalanPRamlee,68.0,89.0,7.0,1.0
1096,2023-09-12,13:45,JalanPenang,71.0,85.0,6.0,0.0
1097,2023-09-12,17:00,stadium,135.0,237.0,2.0,0.0
1098,2023-09-12,17:00,JalanPerak,65.0,112.0,4.0,1.0
1099,2023-09-12,17:00,JalanPRamlee,100.0,93.0,5.0,1.0
1100,2023-09-12,17:00,JalanPenang,,,,
1101,2023-09-12,17:15,stadium,140.0,250.0,3.0,0.0
1102,2023-09-12,17:15,JalanPerak,72.0,118.0,1.0,1.0
1103,2023-09-12,17:15,JalanPRamlee,76.0,90.0,5.0,0.0
1104,2023-09-12,17:15,JalanPenang,,,,
1105,2023-09-12,17:30,stadium,169.0,274.0,4.0,0.0
1106,2023-09-12,17:30,JalanPerak,81.0,127.0,1.0,0.0
1107,2023-09-12,17:30,JalanPRamlee,91.0,140.0,3.0,0.0
1108,2023-09-12,17:30,JalanPenang,,,,
1109,2023-09-12,17:45,stadium,129.0,200.0,2.0,2.0
1110,2023-09-12,17:45,JalanPerak,,,,
1111,2023-09-12,17:45,JalanPRamlee,72.0,106.0,3.0,1.0
1112,2023-09-12,17:45,JalanPenang,,,,
1113,2023-09-12,18:00,stadium,105.0,154.0,1.0,2.0
1114,2023-09-12,18:00,JalanPerak,46.0,102.0,0.0,0.0
1115,2023-09-12,18:00,JalanPRamlee,67.0,159.0,2.0,1.0
1116,2023-09-12,18:00,JalanPenang,,,,
1117,2023-09-12,18:15,stadium,91.0,174.0,1.0,0.0
1118,2023-09-12,18:15,JalanPerak,51.0,128.0,2.0,1.0
1119,2023-09-12,18:15,JalanPRamlee,74.0,99.0,1.0,3.0
1120,2023-09-12,18:15,JalanPenang,,,,
1121,2023-09-12,18:30,stadium,90.0,153.0,4.0,0.0
1122,2023-09-12,18:30,JalanPerak,56.0,89.0,0.0,1.0
1123,2023-09-12,18:30,JalanPRamlee,65.0,101.0,1.0,0.0
1124,2023-09-12,18:30,JalanPenang,,,,
1125,2023-09-12,18:45,stadium,102.0,116.0,6.0,0.0
1126,2023-09-12,18:45,JalanPerak,67.0,83.0,3.0,0.0
1127,2023-09-12,18:45,JalanPRamlee,45.0,109.0,1.0,1.0
1128,2023-09-12,18:45,JalanPenang,,,,
1129,2023-09-13,07:00,stadium,,,,
1130,2023-09-13,07:00,JalanPerak,,,,
1131,2023-09-13,07:00,JalanPRamlee,,,,
1132,2023-09-13,07:00,JalanPenang,,,,
1133,2023-09-13,07:15,stadium,,,,
1134,2023-09-13,07:15,JalanPerak,,,,
1135,2023-09-13,07:15,JalanPRamlee,,,,
1136,2023-09-13,07:15,JalanPenang,,,,
1137,2023-09-13,07:30,stadium,,,,
1138,2023-09-13,07:30,JalanPerak,,,,
1139,2023-09-13,07:30,JalanPRamlee,,,,
1140,2023-09-13,07:30,JalanPenang,,,,
1141,2023-09-13,07:45,stadium,,,,
1142,2023-09-13,07:45,JalanPerak,,,,
1143,2023-09-13,07:45,JalanPRamlee,,,,
1144,2023-09-13,07:45,JalanPenang,,,,
1145,2023-09-13,08:00,stadium,,,,
1146,2023-09-13,08:00,JalanPerak,,,,
1147,2023-09-13,08:00,JalanPRamlee,,,,
1148,2023-09-13,08:00,JalanPenang,,,,
1149,2023-09-13,08:15,stadium,,,,
1150,2023-09-13,08:15,JalanPerak,,,,
1151,2023-09-13,08:15,JalanPRamlee,,,,
1152,2023-09-13,08:15,JalanPenang,,,,
1153,2023-09-13,08:30,stadium,,,,
1154,2023-09-13,08:30,JalanPerak,,,,
1155,2023-09-13,08:30,JalanPRamlee,,,,
1156,2023-09-13,08:30,JalanPenang,,,,
1157,2023-09-13,08:45,stadium,,,,
1158,2023-09-13,08:45,JalanPerak,,,,
1159,2023-09-13,08:45,JalanPRamlee,,,,
1160,2023-09-13,08:45,JalanPenang,,,,
1161,2023-09-13,12:00,stadium,,,,
1162,2023-09-13,12:00,JalanPerak,,,,
1163,2023-09-13,12:00,JalanPRamlee,,,,
1164,2023-09-13,12:00,JalanPenang,,,,
1165,2023-09-13,12:15,stadium,,,,
1166,2023-09-13,12:15,JalanPerak,,,,
1167,2023-09-13,12:15,JalanPRamlee,,,,
1168,2023-09-13,12:15,JalanPenang,,,,
1169,2023-09-13,12:30,stadium,,,,
1170,2023-09-13,12:30,JalanPerak,,,,
1171,2023-09-13,12:30,JalanPRamlee,,,,
1172,2023-09-13,12:30,JalanPenang,,,,
1173,2023-09-13,12:45,stadium,,,,
1174,2023-09-13,12:45,JalanPerak,,,,
1175,2023-09-13,12:45,JalanPRamlee,,,,
1176,2023-09-13,12:45,JalanPenang,,,,
1177,2023-09-13,13:00,stadium,,,,
1178,2023-09-13,13:00,JalanPerak,,,,
1179,2023-09-13,13:00,JalanPRamlee,,,,
1180,2023-09-13,13:00,JalanPenang,,,,
1181,2023-09-13,13:15,stadium,,,,
1182,2023-09-13,13:15,JalanPerak,,,,
1183,2023-09-13,13:15,JalanPRamlee,,,,
1184,2023-09-13,13:15,JalanPenang,,,,
1185,2023-09-13,13:30,stadium,,,,
1186,2023-09-13,13:30,JalanPerak,,,,
1187,2023-09-13,13:30,JalanPRamlee,,,,
1188,2023-09-13,13:30,JalanPenang,,,,
1189,2023-09-13,13:45,stadium,,,,
1190,2023-09-13,13:45,JalanPerak,,,,
1191,2023-09-13,13:45,JalanPRamlee,,,,
1192,2023-09-13,13:45,JalanPenang,,,,
1193,2023-09-13,17:00,stadium,,,,
1194,2023-09-13,17:00,JalanPerak,,,,
1195,2023-09-13,17:00,JalanPRamlee,,,,
1196,2023-09-13,17:00,JalanPenang,131.0,145.0,9.0,1.0
1197,2023-09-13,17:15,stadium,,,,
1198,2023-09-13,17:15,JalanPerak,,,,
1199,2023-09-13,17:15,JalanPRamlee,,,,
1200,2023-09-13,17:15,JalanPenang,105.0,149.0,8.0,1.0
1201,2023-09-13,17:30,stadium,,,,
1202,2023-09-13,17:30,JalanPerak,,,,
1203,2023-09-13,17:30,JalanPRamlee,,,,
1204,2023-09-13,17:30,JalanPenang,120.0,181.0,8.0,0.0
1205,2023-09-13,17:45,stadium,,,,
1206,2023-09-13,17:45,JalanPerak,,,,
1207,2023-09-13,17:45,JalanPRamlee,,,,
1208,2023-09-13,17:45,JalanPenang,,,,
1209,2023-09-13,18:00,stadium,,,,
1210,2023-09-13,18:00,JalanPerak,,,,
1211,2023-09-13,18:00,JalanPRamlee,,,,
1212,2023-09-13,18:00,JalanPenang,99.0,162.0,1.0,1.0
1213,2023-09-13,18:15,stadium,,,,
1214,2023-09-13,18:15,JalanPerak,,,,
1215,2023-09-13,18:15,JalanPRamlee,,,,
1216,2023-09-13,18:15,JalanPenang,135.0,154.0,6.0,1.0
1217,2023-09-13,18:30,stadium,,,,
1218,2023-09-13,18:30,JalanPerak,,,,
1219,2023-09-13,18:30,JalanPRamlee,,,,
1220,2023-09-13,18:30,JalanPenang,89.0,124.0,3.0,3.0
1221,2023-09-13,18:45,stadium,,,,
1222,2023-09-13,18:45,JalanPerak,,,,
1223,2023-09-13,18:45,JalanPRamlee,,,,
1224,2023-09-13,18:45,JalanPenang,93.0,127.0,2.0,1.0
1225,2023-09-14,07:00,stadium,55.0,73.0,0.0,0.0
1226,2023-09-14,07:00,JalanPerak,58.0,107.0,1.0,0.0
1227,2023-09-14,07:00,JalanPRamlee,85.0,141.0,0.0,0.0
1228,2023-09-14,07:00,JalanPenang,129.0,120.0,2.0,1.0
1229,2023-09-14,07:15,stadium,81.0,133.0,0.0,1.0
1230,2023-09-14,07:15,JalanPerak,83.0,203.0,0.0,1.0
1231,2023-09-14,07:15,JalanPRamlee,99.0,186.0,0.0,2.0
1232,2023-09-14,07:15,JalanPenang,82.0,163.0,2.0,2.0
1233,2023-09-14,07:30,stadium,48.0,116.0,0.0,0.0
1234,2023-09-14,07:30,JalanPerak,104.0,146.0,1.0,2.0
1235,2023-09-14,07:30,JalanPRamlee,53.0,124.0,0.0,1.0
1236,2023-09-14,07:30,JalanPenang,44.0,178.0,2.0,5.0
1237,2023-09-14,07:45,stadium,,,,
1238,2023-09-14,07:45,JalanPerak,112.0,180.0,1.0,0.0
1239,2023-09-14,07:45,JalanPRamlee,62.0,140.0,0.0,1.0
1240,2023-09-14,07:45,JalanPenang,,,,
1241,2023-09-14,08:00,stadium,50.0,63.0,0.0,0.0
1242,2023-09-14,08:00,JalanPerak,56.0,102.0,1.0,0.0
1243,2023-09-14,08:00,JalanPRamlee,62.0,80.0,0.0,0.0
1244,2023-09-14,08:00,JalanPenang,35.0,119.0,13.0,0.0
1245,2023-09-14,08:15,stadium,23.0,67.0,0.0,1.0
1246,2023-09-14,08:15,JalanPerak,28.0,79.0,0.0,0.0
1247,2023-09-14,08:15,JalanPRamlee,66.0,67.0,3.0,0.0
1248,2023-09-14,08:15,JalanPenang,48.0,103.0,0.0,0.0
1249,2023-09-14,08:30,stadium,37.0,65.0,2.0,1.0
1250,2023-09-14,08:30,JalanPerak,68.0,94.0,1.0,1.0
1251,2023-09-14,08:30,JalanPRamlee,46.0,54.0,2.0,1.0
1252,2023-09-14,08:30,JalanPenang,22.0,49.0,3.0,0.0
1253,2023-09-14,08:45,stadium,,,,
1254,2023-09-14,08:45,JalanPerak,56.0,119.0,1.0,0.0
1255,2023-09-14,08:45,JalanPRamlee,53.0,73.0,1.0,1.0
1256,2023-09-14,08:45,JalanPenang,,,,
1257,2023-09-14,12:00,stadium,41.0,83.0,2.0,2.0
1258,2023-09-14,12:00,JalanPerak,27.0,63.0,2.0,0.0
1259,2023-09-14,12:00,JalanPRamlee,41.0,87.0,3.0,1.0
1260,2023-09-14,12:00,JalanPenang,56.0,70.0,14.0,3.0
1261,2023-09-14,12:15,stadium,47.0,64.0,1.0,0.0
1262,2023-09-14,12:15,JalanPerak,24.0,40.0,4.0,0.0
1263,2023-09-14,12:15,JalanPRamlee,44.0,78.0,1.0,1.0
1264,2023-09-14,12:15,JalanPenang,57.0,79.0,3.0,2.0
1265,2023-09-14,12:30,stadium,28.0,61.0,0.0,0.0
1266,2023-09-14,12:30,JalanPerak,33.0,64.0,1.0,1.0
1267,2023-09-14,12:30,JalanPRamlee,37.0,65.0,0.0,1.0
1268,2023-09-14,12:30,JalanPenang,59.0,46.0,9.0,1.0
1269,2023-09-14,12:45,stadium,,,,
1270,2023-09-14,12:45,JalanPerak,27.0,50.0,3.0,0.0
1271,2023-09-14,12:45,JalanPRamlee,54.0,85.0,4.0,0.0
1272,2023-09-14,12:45,JalanPenang,53.0,64.0,3.0,1.0
1273,2023-09-14,13:00,stadium,82.0,123.0,5.0,0.0
1274,2023-09-14,13:00,JalanPerak,55.0,94.0,1.0,0.0
1275,2023-09-14,13:00,JalanPRamlee,52.0,94.0,1.0,1.0
1276,2023-09-14,13:00,JalanPenang,83.0,89.0,8.0,3.0
1277,2023-09-14,13:15,stadium,50.0,89.0,0.0,1.0
1278,2023-09-14,13:15,JalanPerak,37.0,73.0,2.0,0.0
1279,2023-09-14,13:15,JalanPRamlee,49.0,62.0,1.0,1.0
1280,2023-09-14,13:15,JalanPenang,74.0,114.0,5.0,0.0
1281,2023-09-14,13:30,stadium,58.0,59.0,5.0,0.0
1282,2023-09-14,13:30,JalanPerak,41.0,92.0,1.0,1.0
1283,2023-09-14,13:30,JalanPRamlee,32.0,60.0,2.0,0.0
1284,2023-09-14,13:30,JalanPenang,72.0,82.0,7.0,1.0
1285,2023-09-14,13:45,stadium,93.0,104.0,2.0,1.0
1286,2023-09-14,13:45,JalanPerak,67.0,94.0,9.0,3.0
1287,2023-09-14,13:45,JalanPRamlee,25.0,42.0,3.0,0.0
1288,2023-09-14,13:45,JalanPenang,,,,
1289,2023-09-14,17:00,stadium,,,,
1290,2023-09-14,17:00,JalanPerak,,,,
1291,2023-09-14,17:00,JalanPRamlee,,,,
1292,2023-09-14,17:00,JalanPenang,,,,
1293,2023-09-14,17:15,stadium,,,,
1294,2023-09-14,17:15,JalanPerak,,,,
1295,2023-09-14,17:15,JalanPRamlee,,,,
1296,2023-09-14,17:15,JalanPenang,,,,
1297,2023-09-14,17:30,stadium,,,,
1298,2023-09-14,17:30,JalanPerak,,,,
1299,2023-09-14,17:30,JalanPRamlee,,,,
1300,2023-09-14,17:30,JalanPenang,,,,
1301,2023-09-14,17:45,stadium,,,,
1302,2023-09-14,17:45,JalanPerak,,,,
1303,2023-09-14,17:45,JalanPRamlee,,,,
1304,2023-09-14,17:45,JalanPenang,,,,
1305,2023-09-14,18:00,stadium,,,,
1306,2023-09-14,18:00,JalanPerak,,,,
1307,2023-09-14,18:00,JalanPRamlee,,,,
1308,2023-09-14,18:00,JalanPenang,,,,
1309,2023-09-14,18:15,stadium,,,,
1310,2023-09-14,18:15,JalanPerak,,,,
1311,2023-09-14,18:15,JalanPRamlee,,,,
1312,2023-09-14,18:15,JalanPenang,,,,
1313,2023-09-14,18:30,stadium,,,,
1314,2023-09-14,18:30,JalanPerak,,,,
1315,2023-09-14,18:30,JalanPRamlee,,,,
1316,2023-09-14,18:30,JalanPenang,,,,
1317,2023-09-15,07:00,stadium,,,,
1318,2023-09-15,07:00,JalanPerak,,,,
1319,2023-09-15,07:00,JalanPRamlee,,,,
1320,2023-09-15,07:00,JalanPenang,,,,
1321,2023-09-15,07:15,stadium,,,,
1322,2023-09-15,07:15,JalanPerak,,,,
1323,2023-09-15,07:15,JalanPRamlee,,,,
1324,2023-09-15,07:15,JalanPenang,,,,
1325,2023-09-15,07:30,stadium,,,,
1326,2023-09-15,07:30,JalanPerak,,,,
1327,2023-09-15,07:30,JalanPRamlee,,,,
1328,2023-09-15,07:30,JalanPenang,,,,
1329,2023-09-15,07:45,stadium,,,,
1330,2023-09-15,07:45,JalanPerak,,,,
1331,2023-09-15,07:45,JalanPRamlee,,,,
1332,2023-09-15,07:45,JalanPenang,,,,
1333,2023-09-15,08:00,stadium,,,,
1334,2023-09-15,08:00,JalanPerak,,,,
1335,2023-09-15,08:00,JalanPRamlee,,,,
1336,2023-09-15,08:00,JalanPenang,,,,
1337,2023-09-15,08:15,stadium,,,,
1338,2023-09-15,08:15,JalanPerak,,,,
1339,2023-09-15,08:15,JalanPRamlee,,,,
1340,2023-09-15,08:15,JalanPenang,,,,
1341,2023-09-15,08:30,stadium,,,,
1342,2023-09-15,08:30,JalanPerak,,,,
1343,2023-09-15,08:30,JalanPRamlee,,,,
1344,2023-09-15,08:30,JalanPenang,,,,
1345,2023-09-15,08:45,stadium,,,,
1346,2023-09-15,08:45,JalanPerak,,,,
1347,2023-09-15,08:45,JalanPRamlee,,,,
1348,2023-09-15,08:45,JalanPenang,,,,
1349,2023-09-15,12:00,stadium,,,,
1350,2023-09-15,12:00,JalanPerak,,,,
1351,2023-09-15,12:00,JalanPRamlee,,,,
1352,2023-09-15,12:00,JalanPenang,,,,
1353,2023-09-15,12:15,stadium,,,,
1354,2023-09-15,12:15,JalanPerak,,,,
1355,2023-09-15,12:15,JalanPRamlee,,,,
1356,2023-09-15,12:15,JalanPenang,,,,
1357,2023-09-15,12:30,stadium,,,,
1358,2023-09-15,12:30,JalanPerak,,,,
1359,2023-09-15,12:30,JalanPRamlee,,,,
1360,2023-09-15,12:30,JalanPenang,,,,
1361,2023-09-15,12:45,stadium,,,,
1362,2023-09-15,12:45,JalanPerak,,,,
1363,2023-09-15,12:45,JalanPRamlee,,,,
1364,2023-09-15,12:45,JalanPenang,,,,
1365,2023-09-15,13:00,stadium,,,,
1366,2023-09-15,13:00,JalanPerak,,,,
1367,2023-09-15,13:00,JalanPRamlee,,,,
1368,2023-09-15,13:00,JalanPenang,,,,
1369,2023-09-15,13:15,stadium,,,,
1370,2023-09-15,13:15,JalanPerak,,,,
1371,2023-09-15,13:15,JalanPRamlee,,,,
1372,2023-09-15,13:15,JalanPenang,,,,
1373,2023-09-15,13:30,stadium,,,,
1374,2023-09-15,13:30,JalanPerak,,,,
1375,2023-09-15,13:30,JalanPRamlee,,,,
1376,2023-09-15,13:30,JalanPenang,,,,
1377,2023-09-15,13:45,stadium,,,,
1378,2023-09-15,13:45,JalanPerak,,,,
1379,2023-09-15,13:45,JalanPRamlee,,,,
1380,2023-09-15,13:45,JalanPenang,,,,
1381,2023-09-15,17:00,stadium,,,,
1382,2023-09-15,17:00,JalanPerak,,,,
1383,2023-09-15,17:00,JalanPRamlee,,,,
1384,2023-09-15,17:00,JalanPenang,,,,
1385,2023-09-15,17:15,stadium,,,,
1386,2023-09-15,17:15,JalanPerak,,,,
1387,2023-09-15,17:15,JalanPRamlee,,,,
1388,2023-09-15,17:15,JalanPenang,,,,
1389,2023-09-15,17:30,stadium,,,,
1390,2023-09-15,17:30,JalanPerak,,,,
1391,2023-09-15,17:30,JalanPRamlee,,,,
1392,2023-09-15,17:30,JalanPenang,,,,
1393,2023-09-15,17:45,stadium,,,,
1394,2023-09-15,17:45,JalanPerak,,,,
1395,2023-09-15,17:45,JalanPRamlee,,,,
1396,2023-09-15,17:45,JalanPenang,,,,
1397,2023-09-15,18:00,stadium,,,,
1398,2023-09-15,18:00,JalanPerak,,,,
1399,2023-09-15,18:00,JalanPRamlee,,,,
1400,2023-09-15,18:00,JalanPenang,,,,
1401,2023-09-15,18:15,stadium,,,,
1402,2023-09-15,18:15,JalanPerak,,,,
1403,2023-09-15,18:15,JalanPRamlee,,,,
1404,2023-09-15,18:15,JalanPenang,,,,
1405,2023-09-15,18:30,stadium,,,,
1406,2023-09-15,18:30,JalanPerak,,,,
1407,2023-09-15,18:30,JalanPRamlee,,,,
1408,2023-09-15,18:30,JalanPenang,,,,
1409,2023-09-16,07:00,stadium,,,,
1410,2023-09-16,07:00,JalanPerak,,,,
1411,2023-09-16,07:00,JalanPRamlee,,,,
1412,2023-09-16,07:00,JalanPenang,,,,
1413,2023-09-16,07:15,stadium,,,,
1414,2023-09-16,07:15,JalanPerak,,,,
1415,2023-09-16,07:15,JalanPRamlee,,,,
1416,2023-09-16,07:15,JalanPenang,,,,
1417,2023-09-16,07:30,stadium,,,,
1418,2023-09-16,07:30,JalanPerak,,,,
1419,2023-09-16,07:30,JalanPRamlee,,,,
1420,2023-09-16,07:30,JalanPenang,,,,
1421,2023-09-16,07:45,stadium,,,,
1422,2023-09-16,07:45,JalanPerak,,,,
1423,2023-09-16,07:45,JalanPRamlee,,,,
1424,2023-09-16,07:45,JalanPenang,,,,
1425,2023-09-16,08:00,stadium,,,,
1426,2023-09-16,08:00,JalanPerak,,,,
1427,2023-09-16,08:00,JalanPRamlee,,,,
1428,2023-09-16,08:00,JalanPenang,,,,
1429,2023-09-16,08:15,stadium,,,,
1430,2023-09-16,08:15,JalanPerak,,,,
1431,2023-09-16,08:15,JalanPRamlee,,,,
1432,2023-09-16,08:15,JalanPenang,,,,
1433,2023-09-16,08:30,stadium,,,,
1434,2023-09-16,08:30,JalanPerak,,,,
1435,2023-09-16,08:30,JalanPRamlee,,,,
1436,2023-09-16,08:30,JalanPenang,,,,
1437,2023-09-16,08:45,stadium,,,,
1438,2023-09-16,08:45,JalanPerak,,,,
1439,2023-09-16,08:45,JalanPRamlee,,,,
1440,2023-09-16,08:45,JalanPenang,,,,
1441,2023-09-16,12:00,stadium,,,,
1442,2023-09-16,12:00,JalanPerak,,,,
1443,2023-09-16,12:00,JalanPRamlee,,,,
1444,2023-09-16,12:00,JalanPenang,,,,
1445,2023-09-16,12:15,stadium,,,,
1446,2023-09-16,12:15,JalanPerak,,,,
1447,2023-09-16,12:15,JalanPRamlee,,,,
1448,2023-09-16,12:15,JalanPenang,,,,
1449,2023-09-16,12:30,stadium,,,,
1450,2023-09-16,12:30,JalanPerak,,,,
1451,2023-09-16,12:30,JalanPRamlee,,,,
1452,2023-09-16,12:30,JalanPenang,,,,
1453,2023-09-16,12:45,stadium,,,,
1454,2023-09-16,12:45,JalanPerak,,,,
1455,2023-09-16,12:45,JalanPRamlee,,,,
1456,2023-09-16,12:45,JalanPenang,,,,
1457,2023-09-16,13:00,stadium,,,,
1458,2023-09-16,13:00,JalanPerak,,,,
1459,2023-09-16,13:00,JalanPRamlee,,,,
1460,2023-09-16,13:00,JalanPenang,,,,
1461,2023-09-16,13:15,stadium,,,,
1462,2023-09-16,13:15,JalanPerak,,,,
1463,2023-09-16,13:15,JalanPRamlee,,,,
1464,2023-09-16,13:15,JalanPenang,,,,
1465,2023-09-16,13:30,stadium,,,,
1466,2023-09-16,13:30,JalanPerak,,,,
1467,2023-09-16,13:30,JalanPRamlee,,,,
1468,2023-09-16,13:30,JalanPenang,,,,
1469,2023-09-16,13:45,stadium,,,,
1470,2023-09-16,13:45,JalanPerak,,,,
1471,2023-09-16,13:45,JalanPRamlee,,,,
1472,2023-09-16,13:45,JalanPenang,,,,
